recall,precision
9.938900203665987920e-01,1.831144465290806822e-01
9.938900203665987920e-01,1.831831831831831903e-01
9.938900203665987920e-01,1.832519714607585559e-01
9.938900203665987920e-01,1.833208114199849637e-01
9.938900203665987920e-01,1.833897031191281390e-01
9.938900203665987920e-01,1.834586466165413488e-01
9.938900203665987920e-01,1.835276419706656503e-01
9.938900203665987920e-01,1.835966892400300865e-01
9.938900203665987920e-01,1.836657884832517962e-01
9.938900203665987920e-01,1.837349397590361533e-01
9.938900203665987920e-01,1.838041431261770164e-01
9.938900203665987920e-01,1.838733986435568957e-01
9.938900203665987920e-01,1.839427063701470078e-01
9.938900203665987920e-01,1.840120663650075539e-01
9.938900203665987920e-01,1.840814786872878028e-01
9.938900203665987920e-01,1.841509433962264242e-01
9.938900203665987920e-01,1.842204605511513771e-01
9.938900203665987920e-01,1.842900302114803546e-01
9.938900203665987920e-01,1.843596524367208112e-01
9.938900203665987920e-01,1.844293272864701572e-01
9.938900203665987920e-01,1.844990548204158698e-01
9.938900203665987920e-01,1.845688350983358539e-01
9.938900203665987920e-01,1.846386681800983864e-01
9.938900203665987920e-01,1.847085541256623664e-01
9.938900203665987920e-01,1.847784929950776200e-01
9.918533604887983524e-01,1.844696969696969779e-01
9.918533604887983524e-01,1.845395983327017819e-01
9.918533604887983524e-01,1.846095526914328933e-01
9.918533604887983524e-01,1.846795601061812786e-01
9.918533604887983524e-01,1.847496206373292760e-01
9.918533604887983524e-01,1.848197343453510388e-01
9.918533604887983524e-01,1.848899012908124528e-01
9.918533604887983524e-01,1.849601215343714411e-01
9.918533604887983524e-01,1.850303951367781030e-01
9.918533604887983524e-01,1.851007221588749641e-01
9.918533604887983524e-01,1.851711026615969480e-01
9.918533604887983524e-01,1.852415367059718487e-01
9.918533604887983524e-01,1.853120243531202471e-01
9.918533604887983524e-01,1.853825656642558162e-01
9.918533604887983524e-01,1.854531607006854599e-01
9.918533604887983524e-01,1.855238095238095353e-01
9.918533604887983524e-01,1.855945121951219634e-01
9.918533604887983524e-01,1.856652687762104514e-01
9.918533604887983524e-01,1.857360793287566869e-01
9.918533604887983524e-01,1.858069439145364488e-01
9.918533604887983524e-01,1.858778625954198571e-01
9.918533604887983524e-01,1.859488354333715121e-01
9.918533604887983524e-01,1.860198624904507159e-01
9.918533604887983524e-01,1.860909438288116113e-01
9.918533604887983524e-01,1.861620795107033766e-01
9.918533604887983524e-01,1.862332695984703634e-01
9.918533604887983524e-01,1.863045141545524030e-01
9.918533604887983524e-01,1.863758132414848889e-01
9.918533604887983524e-01,1.864471669218989158e-01
9.918533604887983524e-01,1.865185752585216405e-01
9.918533604887983524e-01,1.865900383141762542e-01
9.918533604887983524e-01,1.866615561517822874e-01
9.918533604887983524e-01,1.867331288343558326e-01
9.918533604887983524e-01,1.868047564250095993e-01
9.918533604887983524e-01,1.868764389869531917e-01
9.918533604887983524e-01,1.869481765834932752e-01
9.918533604887983524e-01,1.870199692780337986e-01
9.918533604887983524e-01,1.870918171340760772e-01
9.918533604887983524e-01,1.871637202152190704e-01
9.918533604887983524e-01,1.872356785851595484e-01
9.918533604887983524e-01,1.873076923076923139e-01
9.918533604887983524e-01,1.873797614467102857e-01
9.918533604887983524e-01,1.874518860662047759e-01
9.918533604887983524e-01,1.875240662302656847e-01
9.918533604887983524e-01,1.875963020030816664e-01
9.918533604887983524e-01,1.876685934489402685e-01
9.918533604887983524e-01,1.877409406322282093e-01
9.918533604887983524e-01,1.878133436174315440e-01
9.918533604887983524e-01,1.878858024691358042e-01
9.918533604887983524e-01,1.879583172520262468e-01
9.918533604887983524e-01,1.880308880308880215e-01
9.918533604887983524e-01,1.881035148706064197e-01
9.918533604887983524e-01,1.881761978361669307e-01
9.918533604887983524e-01,1.882489369926555745e-01
9.918533604887983524e-01,1.883217324052590957e-01
9.918533604887983524e-01,1.883945841392649923e-01
9.918533604887983524e-01,1.884674922600619307e-01
9.918533604887983524e-01,1.885404568331397468e-01
9.918533604887983524e-01,1.886134779240898618e-01
9.918533604887983524e-01,1.886865555986051990e-01
9.918533604887983524e-01,1.887596899224806279e-01
9.918533604887983524e-01,1.888328809616130199e-01
9.918533604887983524e-01,1.889061287820015533e-01
9.918533604887983524e-01,1.889794334497477690e-01
9.918533604887983524e-01,1.890527950310559036e-01
9.918533604887983524e-01,1.891262135922330001e-01
9.918533604887983524e-01,1.891996891996891861e-01
9.918533604887983524e-01,1.892732219199378119e-01
9.918533604887983524e-01,1.893468118195956451e-01
9.918533604887983524e-01,1.894204589653831206e-01
9.918533604887983524e-01,1.894941634241245065e-01
9.918533604887983524e-01,1.895679252627481548e-01
9.918533604887983524e-01,1.896417445482866115e-01
9.918533604887983524e-01,1.897156213478768949e-01
9.918533604887983524e-01,1.897895557287607171e-01
9.918533604887983524e-01,1.898635477582845954e-01
9.918533604887983524e-01,1.899375975039001574e-01
9.918533604887983524e-01,1.900117050331642521e-01
9.918533604887983524e-01,1.900858704137392552e-01
9.918533604887983524e-01,1.901600937133932079e-01
9.918533604887983524e-01,1.902343750000000111e-01
9.918533604887983524e-01,1.903087143415396754e-01
9.918533604887983524e-01,1.903831118060985150e-01
9.918533604887983524e-01,1.904575674618693704e-01
9.918533604887983524e-01,1.905320813771518018e-01
9.918533604887983524e-01,1.906066536203522566e-01
9.918533604887983524e-01,1.906812842599843461e-01
9.918533604887983524e-01,1.907559733646690125e-01
9.918533604887983524e-01,1.908307210031348067e-01
9.918533604887983524e-01,1.909055272442179430e-01
9.918533604887983524e-01,1.909803921568627438e-01
9.918533604887983524e-01,1.910553158101216120e-01
9.918533604887983524e-01,1.911302982731554190e-01
9.918533604887983524e-01,1.912053396152336160e-01
9.918533604887983524e-01,1.912804399057344840e-01
9.918533604887983524e-01,1.913555992141453832e-01
9.918533604887983524e-01,1.914308176100628922e-01
9.918533604887983524e-01,1.915060951631930852e-01
9.918533604887983524e-01,1.915814319433516988e-01
9.918533604887983524e-01,1.916568280204643815e-01
9.918533604887983524e-01,1.917322834645669161e-01
9.918533604887983524e-01,1.918077983458054414e-01
9.918533604887983524e-01,1.918833727344365636e-01
9.918533604887983524e-01,1.919590067008277445e-01
9.918533604887983524e-01,1.920347003154574128e-01
9.918533604887983524e-01,1.921104536489151859e-01
9.918533604887983524e-01,1.921862667719021200e-01
9.918533604887983524e-01,1.922621397552309597e-01
9.918533604887983524e-01,1.923380726698262211e-01
9.918533604887983524e-01,1.924140655867246086e-01
9.918533604887983524e-01,1.924901185770750978e-01
9.918533604887983524e-01,1.925662317121391853e-01
9.918533604887983524e-01,1.926424050632911389e-01
9.918533604887983524e-01,1.927186387020181912e-01
9.918533604887983524e-01,1.927949326999208179e-01
9.918533604887983524e-01,1.928712871287128761e-01
9.918533604887983524e-01,1.929477020602218817e-01
9.918533604887983524e-01,1.930241775663892323e-01
9.918533604887983524e-01,1.931007137192704282e-01
9.918533604887983524e-01,1.931773105910352950e-01
9.918533604887983524e-01,1.932539682539682613e-01
9.918533604887983524e-01,1.933306867804684415e-01
9.918533604887983524e-01,1.934074662430500524e-01
9.918533604887983524e-01,1.934843067143424689e-01
9.918533604887983524e-01,1.935612082670906120e-01
9.918533604887983524e-01,1.936381709741550605e-01
9.918533604887983524e-01,1.937151949085123281e-01
9.918533604887983524e-01,1.937922801432550857e-01
9.918533604887983524e-01,1.938694267515923553e-01
9.918533604887983524e-01,1.939466348068498713e-01
9.918533604887983524e-01,1.940239043824701082e-01
9.918533604887983524e-01,1.941012355520127519e-01
9.918533604887983524e-01,1.941786283891547005e-01
9.918533604887983524e-01,1.942560829676904799e-01
9.918533604887983524e-01,1.943335993615323276e-01
9.918533604887983524e-01,1.944111776447105810e-01
9.918533604887983524e-01,1.944888178913737886e-01
9.918533604887983524e-01,1.945665201757890428e-01
9.918533604887983524e-01,1.946442845723421189e-01
9.918533604887983524e-01,1.947221111555377804e-01
9.918533604887983524e-01,1.948000000000000009e-01
9.918533604887983524e-01,1.948779511804721865e-01
9.918533604887983524e-01,1.949559647718174527e-01
9.918533604887983524e-01,1.950340408490188193e-01
9.918533604887983524e-01,1.951121794871794879e-01
9.918533604887983524e-01,1.951903807615230357e-01
9.918533604887983524e-01,1.952686447473937492e-01
9.918533604887983524e-01,1.953469715202567070e-01
9.918533604887983524e-01,1.954253611556982240e-01
9.918533604887983524e-01,1.955038137294259348e-01
9.918533604887983524e-01,1.955823293172690713e-01
9.918533604887983524e-01,1.956609079951787955e-01
9.918533604887983524e-01,1.957395498392282829e-01
9.918533604887983524e-01,1.958182549256131944e-01
9.918533604887983524e-01,1.958970233306516484e-01
9.918533604887983524e-01,1.959758551307847207e-01
9.918533604887983524e-01,1.960547504025764998e-01
9.918533604887983524e-01,1.961337092227144474e-01
9.918533604887983524e-01,1.962127316680096767e-01
9.918533604887983524e-01,1.962918178153970072e-01
9.918533604887983524e-01,1.963709677419354926e-01
9.918533604887983524e-01,1.964501815248083927e-01
9.918533604887983524e-01,1.965294592413236452e-01
9.918533604887983524e-01,1.966088009689140048e-01
9.918533604887983524e-01,1.966882067851373206e-01
9.918533604887983524e-01,1.967676767676767580e-01
9.918533604887983524e-01,1.968472109943411597e-01
9.918533604887983524e-01,1.969268095430651011e-01
9.918533604887983524e-01,1.970064724919093901e-01
9.918533604887983524e-01,1.970861999190611225e-01
9.918533604887983524e-01,1.971659919028340147e-01
9.918533604887983524e-01,1.972458485216686819e-01
9.918533604887983524e-01,1.973257698541328875e-01
9.918533604887983524e-01,1.974057559789217653e-01
9.918533604887983524e-01,1.974858069748580691e-01
9.918533604887983524e-01,1.975659229208925061e-01
9.918533604887983524e-01,1.976461038961039030e-01
9.918533604887983524e-01,1.977263499796995672e-01
9.918533604887983524e-01,1.978066612510154254e-01
9.918533604887983524e-01,1.978870377895164678e-01
9.918533604887983524e-01,1.979674796747967480e-01
9.918533604887983524e-01,1.980479869865799103e-01
9.918533604887983524e-01,1.981285598047192731e-01
9.918533604887983524e-01,1.982091982091982174e-01
9.918533604887983524e-01,1.982899022801302980e-01
9.918533604887983524e-01,1.983706720977596871e-01
9.918533604887983524e-01,1.984515077424612861e-01
9.918533604887983524e-01,1.985324092947411412e-01
9.918533604887983524e-01,1.986133768352365547e-01
9.918533604887983524e-01,1.986944104447164461e-01
9.918533604887983524e-01,1.987755102040816291e-01
9.918533604887983524e-01,1.988566761943650341e-01
9.918533604887983524e-01,1.989379084967320133e-01
9.918533604887983524e-01,1.990192071924805906e-01
9.918533604887983524e-01,1.991005723630417112e-01
9.918533604887983524e-01,1.991820040899795474e-01
9.918533604887983524e-01,1.992635024549918032e-01
9.918533604887983524e-01,1.993450675399099370e-01
9.918533604887983524e-01,1.994266994266994386e-01
9.918533604887983524e-01,1.995083981974600518e-01
9.918533604887983524e-01,1.995901639344262180e-01
9.918533604887983524e-01,1.996719967199671875e-01
9.918533604887983524e-01,1.997538966365873803e-01
9.918533604887983524e-01,1.998358637669265525e-01
9.918533604887983524e-01,1.999178981937602684e-01
9.918533604887983524e-01,2.000000000000000111e-01
9.918533604887983524e-01,2.000821692686935160e-01
9.918533604887983524e-01,2.001644060830250760e-01
9.918533604887983524e-01,2.002467105263157909e-01
9.918533604887983524e-01,2.003290826820238457e-01
9.918533604887983524e-01,2.004115226337448430e-01
9.918533604887983524e-01,2.004940304652120253e-01
9.918533604887983524e-01,2.005766062602965527e-01
9.918533604887983524e-01,2.006592501030078357e-01
9.918533604887983524e-01,2.007419620774938129e-01
9.918533604887983524e-01,2.008247422680412286e-01
9.918533604887983524e-01,2.009075907590759102e-01
9.918533604887983524e-01,2.009905076351630182e-01
9.918533604887983524e-01,2.010734929810074345e-01
9.918533604887983524e-01,2.011565468814539570e-01
9.918533604887983524e-01,2.012396694214876047e-01
9.918533604887983524e-01,2.013228606862339787e-01
9.918533604887983524e-01,2.014061207609594839e-01
9.918533604887983524e-01,2.014894497310715793e-01
9.918533604887983524e-01,2.015728476821191939e-01
9.918533604887983524e-01,2.016563146997929490e-01
9.918533604887983524e-01,2.017398508699254356e-01
9.918533604887983524e-01,2.018234562784914921e-01
9.918533604887983524e-01,2.019071310116086204e-01
9.918533604887983524e-01,2.019908751555371251e-01
9.918533604887983524e-01,2.020746887966805017e-01
9.918533604887983524e-01,2.021585720215857140e-01
9.918533604887983524e-01,2.022425249169435280e-01
9.918533604887983524e-01,2.023265475695887050e-01
9.918533604887983524e-01,2.024106400665004191e-01
9.918533604887983524e-01,2.024948024948025060e-01
9.918533604887983524e-01,2.025790349417637137e-01
9.918533604887983524e-01,2.026633374947981736e-01
9.918533604887983524e-01,2.027477102414654564e-01
9.918533604887983524e-01,2.028321532694710438e-01
9.918533604887983524e-01,2.029166666666666619e-01
9.918533604887983524e-01,2.030012505210504470e-01
9.918533604887983524e-01,2.030859049207673073e-01
9.918533604887983524e-01,2.031706299541093108e-01
9.918533604887983524e-01,2.032554257095158523e-01
9.918533604887983524e-01,2.033402922755741249e-01
9.918533604887983524e-01,2.034252297410192034e-01
9.918533604887983524e-01,2.035102381947346550e-01
9.918533604887983524e-01,2.035953177257525115e-01
9.918533604887983524e-01,2.036804684232538798e-01
9.918533604887983524e-01,2.037656903765690253e-01
9.918533604887983524e-01,2.038509836751778992e-01
9.918533604887983524e-01,2.039363484087102218e-01
9.918533604887983524e-01,2.040217846669459545e-01
9.918533604887983524e-01,2.041072925398156046e-01
9.918533604887983524e-01,2.041928721174004202e-01
9.918533604887983524e-01,2.042785234899328894e-01
9.918533604887983524e-01,2.043642467477969071e-01
9.918533604887983524e-01,2.044500419815281356e-01
9.918533604887983524e-01,2.045359092818143654e-01
9.918533604887983524e-01,2.046218487394957930e-01
9.918533604887983524e-01,2.047078604455653539e-01
9.918533604887983524e-01,2.047939444911690554e-01
9.918533604887983524e-01,2.048801009676062268e-01
9.918533604887983524e-01,2.049663299663299632e-01
9.918533604887983524e-01,2.050526315789473752e-01
9.918533604887983524e-01,2.051390058972198949e-01
9.918533604887983524e-01,2.052254530130636356e-01
9.918533604887983524e-01,2.053119730185497538e-01
9.918533604887983524e-01,2.053985660059046703e-01
9.918533604887983524e-01,2.054852320675105426e-01
9.918533604887983524e-01,2.055719712959054590e-01
9.918533604887983524e-01,2.056587837837837718e-01
9.918533604887983524e-01,2.057456696239966243e-01
